customer_id,ride_frequency,last_ride_date,payment_method,ride_type,customer_rating,churned
188bdc4e-eb75-4aaf-a4da-4c71e8e16261,22,2025-01-01,Debit Card,Food Delivery,1.39,False
d9fef5e3-aad1-4433-83e6-a2b8f743812c,48,2025-01-01,Credit Card,Taxi,1.67,False
3a336d63-a45a-4e6b-83dc-80ed9c42fb63,9,2025-01-02,PayPal,Taxi,4.69,False
dba8f6a7-3f8a-4b34-b02d-de0f0c05a2a0,32,2025-01-01,Mobile Wallet,Taxi,4.29,False
b3827b3c-34f0-47ae-8987-7f0e056cd388,17,2025-01-01,Debit Card,Taxi,2.42,False
3c5d3c70-a1f5-4fad-8173-d7002b3223ef,42,2025-01-02,Cash,Scooter,3.62,False
52112e2f-313d-466f-8167-4f0f50ba3796,19,2025-01-02,Debit Card,Scooter,3.15,True
2fef4109-e53d-4c59-b2ab-fe567de241f1,40,2025-01-01,Mobile Wallet,Taxi,3.71,True
0db1327c-65e9-47e2-b90f-76e3c342b831,27,2025-01-01,Mobile Wallet,Food Delivery,3.73,False
2ccb8c2c-1534-489a-8a3a-0966cfb5abe0,37,2025-01-02,Debit Card,Package Delivery,3.51,True
06f8448a-41f8-47a5-8d1e-9a93fedfd61f,34,2025-01-02,Cash,Food Delivery,2.06,True
0eb2bbfd-0a9d-4ce9-bb8a-15e5df297fc4,47,2025-01-01,Debit Card,Food Delivery,1.16,False
d2a7705e-a951-4f77-8cbf-82d4a459b8db,49,2025-01-02,Mobile Wallet,Food Delivery,2.82,True
63b93cc5-a07c-44aa-b0c0-fe2906e3244c,10,2025-01-01,Mobile Wallet,Taxi,4.56,True
43c52f5f-4049-498d-8e9e-f42494a47f4b,30,2025-01-02,PayPal,Scooter,3.28,False
4a2462cc-3018-4342-9f5b-3477e9650544,21,2025-01-01,PayPal,Food Delivery,4.33,False
1851b17c-78c7-4261-8505-1061a52a8ea8,21,2025-01-02,Credit Card,Taxi,4.97,True
a5678cdf-2513-4570-8be0-519af1c59c54,34,2025-01-02,Mobile Wallet,Food Delivery,1.65,False
c3de7782-9d02-4263-9165-3d24ef6aa0ee,9,2025-01-02,PayPal,Food Delivery,3.77,False
99d3b0cd-d187-462e-b4f8-7b5a3e89ab0c,34,2025-01-02,Debit Card,Taxi,3.7,True
f94eb1b6-20bd-4bd5-a6f9-89da26804024,12,2025-01-01,Cash,Scooter,4.92,False
f4f15fdb-7a3c-4919-b9a2-142beef35eba,47,2025-01-02,Debit Card,Scooter,4.94,True
4e4a5894-8a81-4063-9889-d2472b5bfeaf,21,2025-01-02,Cash,Package Delivery,3.75,False
c8b77b80-3251-4e64-a6ed-912927f8ad4c,20,2025-01-02,PayPal,Taxi,1.97,True
8986e803-ca7a-4b8f-9ca1-f96b29ec2453,6,2025-01-01,Credit Card,Package Delivery,4.19,False
ac44fd54-61f2-42d8-826a-ccd7bbdcf06d,45,2025-01-02,Debit Card,Package Delivery,1.43,True
3d4b92d8-73b3-4065-bce8-8c7947fc2ca8,36,2025-01-02,Debit Card,Package Delivery,4.12,False
5a1d3785-3fef-46de-8583-1695891f4e11,12,2025-01-02,Debit Card,Scooter,4.64,True
299fb084-da08-4d64-a1a4-7447a8d7b049,41,2025-01-01,Cash,Taxi,2.53,False
ed3db9af-0a2d-4ec7-8cbd-a19d17e200fa,31,2025-01-02,PayPal,Package Delivery,3.52,True
3f5220b8-051d-4be5-a3fe-b379385cee3e,2,2025-01-01,Debit Card,Taxi,2.72,False
f7b30635-1bf1-4bd7-bab5-0a00ff08b15f,16,2025-01-02,Debit Card,Taxi,2.75,True
3f99b1d6-8ef0-4cd6-80f5-6c24a10272d7,1,2025-01-01,Credit Card,Scooter,2.24,True
183a7e0d-6051-4259-a939-67b79e840bc8,4,2025-01-01,Credit Card,Package Delivery,4.05,False
ed77b4f7-af0a-4107-92f1-87ef7d50a5aa,47,2025-01-01,PayPal,Package Delivery,4.74,False
57675c2a-fc66-4a51-8f95-ac951c6c7a33,1,2025-01-02,PayPal,Taxi,4.76,True
dc88f36c-2e35-4daf-906b-53570340b14b,47,2025-01-01,Mobile Wallet,Food Delivery,1.7,False
04323d99-c9cb-42d5-939a-6c1f920bdf78,35,2025-01-02,Credit Card,Scooter,4.5,True
7fb957d0-6631-44f1-8481-aa645cf2f37f,13,2025-01-01,Mobile Wallet,Scooter,3.95,True
e6afe006-f37a-4879-b73d-08a5fd08ec2e,45,2025-01-02,Cash,Scooter,2.01,True
d888899f-935f-4da3-8a62-fd0b40fce5bb,42,2025-01-02,Mobile Wallet,Scooter,1.27,True
5412d135-e49c-45ac-96fd-874a517cf886,31,2025-01-02,Debit Card,Package Delivery,2.07,True
a8a0e610-6f64-4fc6-88fb-be8f78a3c047,20,2025-01-01,Mobile Wallet,Package Delivery,4.65,True
3114706c-5641-411a-b46e-c652e7e63027,7,2025-01-01,PayPal,Food Delivery,3.53,False
568165d1-a3a8-471a-a3bc-835d0f23422f,40,2025-01-01,Cash,Scooter,3.88,True
0f18a44f-d860-4511-be81-4d1bfb3dd4e9,33,2025-01-01,Debit Card,Scooter,2.03,True
1211d1b5-0000-4851-b202-b7f26b587d76,28,2025-01-01,Mobile Wallet,Taxi,3.88,True
f0271f38-060a-4743-b8a5-2202668594d1,44,2025-01-01,Cash,Package Delivery,1.11,True
e13ec0ff-776f-4fb4-be78-979d97e255f1,44,2025-01-02,Cash,Scooter,2.5,True
b9970dbb-9ef1-417d-b274-3b7a25ec5fb5,20,2025-01-02,Debit Card,Food Delivery,3.51,False
7d39d079-bee1-47b1-a73f-43b9503a3645,32,2025-01-01,Mobile Wallet,Food Delivery,1.58,False
d2b3a5b6-716c-4db2-9f61-5f13a8997204,9,2025-01-01,Cash,Package Delivery,4.29,True
d6cf3ada-6300-42b3-b562-36dd64fd2b2e,34,2025-01-02,Cash,Food Delivery,1.94,True
5813937b-dae6-47eb-a96b-671882604db4,14,2025-01-01,Credit Card,Food Delivery,3.61,True
36137703-5b0f-4fff-9492-2363491ae2ba,4,2025-01-01,Cash,Package Delivery,2.62,False
8f4833ab-4f98-4e7e-bf96-f5f7125f1f4c,29,2025-01-01,Credit Card,Scooter,3.38,False
77e66ca4-7a73-4854-9097-7158e5eac563,15,2025-01-02,Mobile Wallet,Scooter,1.43,True
067b3871-b6d1-43d9-9709-bc0e4e55408f,17,2025-01-02,Mobile Wallet,Food Delivery,1.07,False
bfc9be81-02f8-4e59-b294-9ed66c86c997,19,2025-01-01,Mobile Wallet,Food Delivery,4.64,True
c644dbc3-2cff-42bd-af77-35df9a4c0a29,38,2025-01-02,PayPal,Scooter,2.08,True
06243d7e-74e8-448f-a0d6-9069c87e2e2d,9,2025-01-02,Mobile Wallet,Package Delivery,4.28,False
4b7b9026-212c-4da4-97b2-8cf31bed06f4,27,2025-01-01,Cash,Food Delivery,5.0,False
fd436a33-4b9b-4a9e-9f60-d448981122b3,49,2025-01-02,Debit Card,Taxi,1.85,False
4fe6b5df-0d54-4be5-a93a-26446e4dad78,15,2025-01-02,Credit Card,Package Delivery,2.06,False
62fed7ec-e5df-4c2e-ac93-e17cc9d6d01a,37,2025-01-01,PayPal,Food Delivery,3.65,False
8a9c8206-ee35-4656-9d4a-5ede9312208b,28,2025-01-02,Mobile Wallet,Food Delivery,4.86,True
7f4e9ea8-ece7-4fde-8d4e-b7e97f97ac8d,4,2025-01-02,Mobile Wallet,Taxi,4.66,False
615ae800-4b7b-4cfc-856b-f5fe86f1d87b,21,2025-01-01,Debit Card,Taxi,3.01,True
6a1415d0-6054-4ef1-853f-7cd8f8206eb2,34,2025-01-01,Debit Card,Scooter,4.18,False
35507d50-68be-4039-8b9b-45c3ea80820e,19,2025-01-01,PayPal,Package Delivery,1.54,True
53776b76-c8c9-4562-9499-7d5412095984,37,2025-01-01,Credit Card,Package Delivery,4.91,False
6646ba5e-8b82-47f2-9335-400a18f66852,4,2025-01-02,Mobile Wallet,Scooter,4.86,False
9f3d0173-dc2b-45dd-9b39-92b71c7e464f,37,2025-01-01,PayPal,Package Delivery,1.65,True
ad0ca1f1-ff55-4922-8356-f9d892f1c29c,32,2025-01-01,Cash,Package Delivery,2.2,False
f8a49d8f-db32-4904-a216-664c107982df,45,2025-01-01,Cash,Package Delivery,1.4,True
bce313ac-f906-4a71-91f8-f633e4baab17,48,2025-01-02,PayPal,Package Delivery,2.09,False
bc8dddd6-e2e2-474a-9d2e-38a3fd3bd7d5,12,2025-01-02,Mobile Wallet,Package Delivery,4.26,True
70d7afab-f1f2-49e6-9d78-32f80c346690,41,2025-01-01,PayPal,Taxi,2.51,True
1c38a685-d9e2-4520-841b-caa6e1fa6efd,16,2025-01-01,Mobile Wallet,Package Delivery,1.35,False
34ed2225-0f8e-4065-b80a-d18a5336977d,14,2025-01-01,Debit Card,Taxi,2.37,False
f89a3f58-cd07-4af5-8af8-fe3ddb6844d0,1,2025-01-01,PayPal,Package Delivery,4.93,False
a937ebcc-1f33-44d3-a702-3d54c6b06d54,32,2025-01-02,Mobile Wallet,Scooter,3.52,False
1a9b9143-9d44-4e0e-ab94-cc138be5b754,21,2025-01-01,PayPal,Food Delivery,2.66,False
ea94b632-d937-471c-8da7-6bbcd882d534,4,2025-01-02,PayPal,Taxi,1.67,True
704e25ec-7861-44f1-a5cb-fc8f1ee584d6,9,2025-01-02,Mobile Wallet,Package Delivery,4.94,False
03600080-73ab-4a50-9cd4-46591b225bb6,46,2025-01-02,Mobile Wallet,Scooter,4.28,False
8e91b3d6-cbbf-49bc-9a63-baded927eb88,22,2025-01-01,Credit Card,Food Delivery,2.13,True
3af36998-df4f-46d6-9540-5fdcc797188a,12,2025-01-02,PayPal,Taxi,1.28,True
7e14338d-3e8b-47e4-b4d7-a019a72be7e6,30,2025-01-02,Cash,Food Delivery,1.23,False
955835c4-d264-49ee-b0ba-c3c6c3d85548,30,2025-01-01,PayPal,Scooter,1.48,True
c809936c-643a-4a8d-bb4b-2519f56cd64a,32,2025-01-02,PayPal,Taxi,3.32,False
501db413-219d-49cd-b07a-ba1466fe8ea8,36,2025-01-02,Mobile Wallet,Food Delivery,4.72,True
c7f6c5f7-2802-40ae-a0eb-d215bdf68f7f,7,2025-01-02,PayPal,Package Delivery,2.99,True
e415686b-01a4-4287-9894-6cce93ed79ed,17,2025-01-01,PayPal,Taxi,4.37,True
f3c2d17b-489e-445d-bf8b-49e38d548920,1,2025-01-01,Cash,Food Delivery,2.78,False
2c7b267a-a595-4b0d-bb51-bd7621a64b7d,14,2025-01-02,Mobile Wallet,Scooter,3.83,True
353e1822-f3df-4caf-ae66-31cd76471069,47,2025-01-02,PayPal,Scooter,3.93,False
98833555-3ea2-4de6-85fc-5903dd52d796,44,2025-01-01,Debit Card,Taxi,1.7,False
4eb1ef56-9eb2-44da-ba8b-bb40031b132d,44,2025-01-02,Credit Card,Food Delivery,2.44,False
755fd36d-4e6a-4dce-a315-4cc5f8392589,38,2025-01-02,Cash,Taxi,3.55,True
15e3335d-e0db-4992-9fa9-e98a37302421,26,2025-01-01,PayPal,Taxi,1.28,False
fb3ae18a-5cab-4ca2-b471-32d61cef1556,27,2025-01-02,Debit Card,Food Delivery,2.45,True
8158d9f0-9011-4095-98ea-9c84b919dd3f,45,2025-01-01,PayPal,Food Delivery,3.14,True
ded236b0-2b8a-43e1-862c-63f340ce4a98,16,2025-01-01,PayPal,Package Delivery,4.98,False
acdc53a9-22cb-4875-92bf-a435b0d43da3,46,2025-01-01,Mobile Wallet,Food Delivery,2.9,False
d794fb12-b565-4301-9789-6731f6909172,7,2025-01-01,Mobile Wallet,Scooter,4.26,False
f4456db8-c187-46bf-91be-5ce6d54bdb66,32,2025-01-01,Mobile Wallet,Taxi,2.73,False
bf9038b1-0f01-4277-a696-8d73db856946,25,2025-01-01,Debit Card,Taxi,4.19,False
08634ec4-c3c8-4bb9-920d-ccafe4a336bd,31,2025-01-02,PayPal,Scooter,3.38,True
ccbf7694-bd23-4fca-9c63-eb35c20e0bff,16,2025-01-01,Credit Card,Food Delivery,4.55,True
7245b4f0-70f6-4e40-a805-ccb455c5860b,41,2025-01-02,Cash,Scooter,2.64,False
a23ae60d-a2d6-4cde-bb8e-766a44f037d9,14,2025-01-01,Mobile Wallet,Scooter,3.42,False
c332c4b2-6ccf-4bc1-8e03-8b7a0124587c,25,2025-01-02,Mobile Wallet,Package Delivery,3.52,False
27f83280-6de9-444a-80ab-0a0ca90a0568,30,2025-01-01,PayPal,Scooter,2.67,True
06552b7e-0d20-47f9-a45d-393b9bd535b9,7,2025-01-02,PayPal,Taxi,1.58,True
ae08ef6b-7c0e-40b0-a507-3155528695a5,12,2025-01-02,Debit Card,Scooter,1.37,False
b5f78263-75d8-41cc-9b55-67d53d3d7e94,3,2025-01-02,Debit Card,Taxi,1.07,False
bb50ed5c-67cd-470d-8ae6-f8f3509152d9,27,2025-01-01,Mobile Wallet,Taxi,4.49,True
f9201d8e-37bb-4bff-9b25-c3a6701a7dc1,46,2025-01-01,PayPal,Taxi,1.95,True
9bd58dca-36fb-491e-970b-430e00df8fff,19,2025-01-01,Credit Card,Food Delivery,1.85,False
2f262cf8-17c0-4f51-8767-57e656f2631d,43,2025-01-02,Cash,Package Delivery,3.94,False
1e49534f-c091-4057-8626-17967073db78,37,2025-01-01,PayPal,Taxi,2.28,True
ee1f373c-9022-4c24-ae1e-95cc9fc62592,45,2025-01-01,PayPal,Taxi,3.02,True
346aa1d5-f9e0-4b36-80d4-7834ec2e65c8,42,2025-01-02,Debit Card,Food Delivery,1.65,True
41bf11f7-7dd6-461e-8cf6-747dc6779ea3,7,2025-01-02,Cash,Taxi,4.84,True
b6840c0e-6767-48d3-8c7a-dc55f1b42639,49,2025-01-01,Mobile Wallet,Scooter,4.41,True
cf03ede5-5505-4e48-94ba-e48c8bc2e441,16,2025-01-01,PayPal,Scooter,4.46,False
bfd59d51-2f20-4cda-8b4f-5df83c336286,32,2025-01-02,Mobile Wallet,Package Delivery,2.63,False
d93a0b0c-ae47-4211-aa27-a3f121ff8a3f,8,2025-01-02,PayPal,Taxi,4.05,True
e5cb0c02-46f0-4558-a9e5-7536ea953b43,49,2025-01-01,Mobile Wallet,Food Delivery,1.58,True
612081cb-6a0b-4954-8b1d-ddbad4d1874b,13,2025-01-02,Cash,Scooter,1.03,True
f5b3e2b7-6ee0-4d99-97a4-27bd8ddd0e61,11,2025-01-02,Debit Card,Food Delivery,1.08,True
d94020ac-ed4e-4754-80c2-a0f6d9715c29,20,2025-01-01,Cash,Food Delivery,3.35,False
829577db-faba-4985-8a1a-8de0e6491cfb,18,2025-01-02,Credit Card,Scooter,2.82,False
d87bc38d-23ac-443a-9004-e36834d59575,37,2025-01-02,Debit Card,Food Delivery,3.07,False
f70019f0-82c7-445b-a19b-fcd623e9c143,6,2025-01-02,Cash,Scooter,1.03,False
ef187934-5280-4aac-b3a9-94af417d9594,20,2025-01-01,Credit Card,Food Delivery,2.69,True
84e77472-868d-4e47-8b23-f5519497c74a,32,2025-01-02,PayPal,Scooter,3.87,True
4d445302-6aff-4367-91fa-4621a69cd33f,46,2025-01-02,PayPal,Taxi,2.77,False
65ee2aa2-f269-45fa-ad77-0a06634893fa,44,2025-01-02,Mobile Wallet,Package Delivery,3.93,True
a9a489bd-f99f-46c2-b8f9-a0a010b4f079,29,2025-01-02,Debit Card,Scooter,1.93,False
a831a4a0-24d9-4411-beea-286baeba57ff,4,2025-01-02,PayPal,Scooter,4.25,True
f6ac2208-9961-4445-b584-58fd9b97326c,7,2025-01-01,Debit Card,Package Delivery,3.35,True
e0cd5a6f-5ffb-471b-8216-8929952aab0f,43,2025-01-02,PayPal,Scooter,1.84,False
b626977b-de66-4653-8f5f-83ff6916c406,20,2025-01-01,Mobile Wallet,Scooter,1.95,True
582592d5-1e70-42b0-a555-3274cf026481,34,2025-01-01,Cash,Food Delivery,3.51,True
7c81da33-9d18-42da-a2f7-80c40ff0c679,36,2025-01-01,Mobile Wallet,Package Delivery,4.32,True
0c4c1d55-e20f-4d42-bec3-87c82951bfaa,7,2025-01-01,Credit Card,Taxi,2.66,False
f766f81e-6494-4263-adf4-e1a19291773c,33,2025-01-01,PayPal,Scooter,2.03,True
6a90f577-3d36-4db9-8f82-85a6e2d56192,15,2025-01-02,Credit Card,Package Delivery,4.47,True
4ab63219-fec6-4228-b917-cdacba69361b,32,2025-01-01,Credit Card,Food Delivery,3.68,True
6ab4f623-65ef-40a7-b996-dea8c6d19ee9,22,2025-01-01,Debit Card,Taxi,2.79,False
03f8c973-ca91-4953-8b34-03b1e1a6cf92,40,2025-01-02,PayPal,Package Delivery,2.95,True
555a72e2-ca7f-4a79-9d6f-266082647ae4,29,2025-01-02,Credit Card,Taxi,1.82,True
4c4cae5d-cfe8-47e3-a39e-38c1431a16e3,25,2025-01-02,Cash,Taxi,3.51,False
7ad84814-3e72-40e7-ae6b-138c9037fc22,5,2025-01-02,Credit Card,Taxi,2.43,True
b09133fe-9d36-4808-8e3b-ec2a9bb9318d,14,2025-01-01,Cash,Scooter,4.98,True
a7b7bc30-0d91-418f-aae0-c59fcfe29cf8,35,2025-01-01,Debit Card,Scooter,2.92,True
c41b5aef-01da-4705-b313-61b25364aad7,2,2025-01-02,Credit Card,Food Delivery,2.94,False
e3b3caa7-093a-4fc7-b5a6-3b5abfcd454f,25,2025-01-01,Mobile Wallet,Food Delivery,3.26,True
ce9f5e60-5021-4eab-881b-9f85f72498c6,16,2025-01-02,Debit Card,Package Delivery,4.67,True
dbee32b8-41a3-4885-8735-8ee2c12ccb36,46,2025-01-01,Cash,Food Delivery,4.2,False
fd00fe70-9869-4831-875e-c7d61be5ae01,16,2025-01-01,Debit Card,Taxi,2.8,False
f1ae3ffc-43c3-4ce9-9a54-0740b7f95440,11,2025-01-02,Credit Card,Taxi,3.87,True
804ac2c1-954c-4e8e-9364-536b74bb3da8,49,2025-01-01,PayPal,Scooter,3.34,True
7a746c7c-1174-4bc7-8fa2-96c16ba2bf30,35,2025-01-02,PayPal,Taxi,2.97,True
929dc713-9349-4bba-8024-faef0e7bde59,23,2025-01-01,Cash,Package Delivery,1.77,False
014a6a58-34a2-4d21-927c-fd0cd8139cf2,5,2025-01-02,Cash,Taxi,2.86,True
62e0af77-8294-419d-8626-67b3871dc573,35,2025-01-01,PayPal,Taxi,1.98,False
419ddfb5-4121-4baa-a2ee-e353f14fd1e5,29,2025-01-01,Cash,Package Delivery,4.66,True
2ce737f2-15f6-4d1d-a18a-365d623c09a8,47,2025-01-02,Debit Card,Food Delivery,2.34,False
ce544ca9-cad1-4474-82b8-1ff4bfc70b04,5,2025-01-02,Mobile Wallet,Food Delivery,4.81,False
dae6be30-a99f-4873-88db-87ada085e8a5,3,2025-01-02,Mobile Wallet,Package Delivery,3.13,False
928362c7-4a95-4ef8-8459-b3ffcc62d660,6,2025-01-02,Debit Card,Scooter,3.53,True
08984d7f-f53a-403c-ad1b-daa065dccf8a,23,2025-01-01,Mobile Wallet,Taxi,3.17,False
72bcd6a5-48d2-43a7-a93e-59f05bd70ce1,46,2025-01-01,Credit Card,Package Delivery,1.52,False
b3cd7c18-0ff9-4673-ae6e-770fa2c97205,2,2025-01-02,Debit Card,Taxi,2.5,True
a47a2806-3db0-45a7-a134-e1ee366c4e45,18,2025-01-01,Cash,Scooter,1.4,False
c2664c23-dabf-4671-8ba9-fb38eedc2b93,30,2025-01-02,Debit Card,Taxi,3.49,False
65d258a3-5360-40bc-8336-2d99c1a9b3a1,38,2025-01-02,PayPal,Package Delivery,2.79,True
32403d2a-50cc-4004-87c4-713e73ee931b,5,2025-01-01,Cash,Taxi,4.11,False
da8a92d4-58b4-4dd7-a61b-e1f65fffda90,46,2025-01-02,PayPal,Food Delivery,1.88,True
e1058812-7664-473a-aa93-50e3ec76e537,49,2025-01-01,Cash,Scooter,1.66,True
37ffb04b-0d4d-4d77-96ee-6e29a8de1d2f,11,2025-01-01,Mobile Wallet,Scooter,2.63,True
64590c1e-c74f-438f-b357-67b4bc5992e3,1,2025-01-01,Debit Card,Scooter,4.71,False
fa936716-4c23-4273-9ee5-2c56afb2a204,10,2025-01-01,Credit Card,Package Delivery,3.84,True
85c50449-88e1-49fe-8c1c-fa326e568dd0,41,2025-01-02,Cash,Scooter,2.68,False
223cd85b-d0c8-4154-b106-ec8b6e6677f2,44,2025-01-01,Cash,Food Delivery,3.07,False
9129604b-5dce-4ef9-8de2-726ccc476e40,26,2025-01-02,PayPal,Package Delivery,1.34,False
e029a8d5-0c97-4918-b9e2-6b50e6ff9e8c,33,2025-01-02,Mobile Wallet,Food Delivery,4.94,False
d1f1daa8-6d6b-4638-8c23-75483d1e1548,27,2025-01-02,PayPal,Taxi,3.67,True
35920d99-8b36-4f67-9180-075c277f8847,12,2025-01-01,PayPal,Taxi,2.14,True
2cb60f9b-c235-471a-8e8d-bcd8aa271cdf,2,2025-01-02,Mobile Wallet,Taxi,3.34,False
be0e8f0d-ce31-4f3d-9a0b-ac54c24d55a3,1,2025-01-02,Credit Card,Taxi,1.44,False
6321d2e6-17f3-4c61-85b2-1576b4dfb345,1,2025-01-01,PayPal,Food Delivery,4.86,True
7e378f67-6717-4949-a11c-7f4584248163,33,2025-01-01,PayPal,Package Delivery,1.7,True
e914ac3d-cb32-46c2-8f69-7b00bb901cb6,22,2025-01-02,Cash,Package Delivery,3.59,True
0a00a826-299e-42a2-a00c-5b6a2c1584e8,12,2025-01-01,Mobile Wallet,Scooter,1.98,False
b90c9eec-d2c8-454b-8d1e-e9af5919fb8f,39,2025-01-02,Debit Card,Food Delivery,3.87,True
38427966-332c-453c-b939-d69694869810,36,2025-01-01,Credit Card,Taxi,4.11,True
b664da00-a316-4ba8-a721-8ad5259e8992,21,2025-01-02,Credit Card,Food Delivery,3.69,True
c6863d30-8aa2-4bde-8d46-fb5f7f631a6d,20,2025-01-02,Mobile Wallet,Scooter,3.46,False
ee03b1f4-dd96-4028-8776-cc99872dd69a,36,2025-01-01,Cash,Scooter,4.57,True
2d20a6f2-5799-4864-9c85-f19d3dff09d3,26,2025-01-02,Cash,Food Delivery,1.31,True
d8067f7e-f05d-4209-8769-24ec06122074,47,2025-01-02,Mobile Wallet,Food Delivery,2.32,True
b787806a-23cf-4c12-9953-eb7b493877e8,31,2025-01-02,Cash,Food Delivery,1.99,False
07e068a1-236b-4d52-92f3-df451a55e521,1,2025-01-02,Credit Card,Package Delivery,4.95,False
ebbb28fb-420b-4c3b-84d7-515120d55779,38,2025-01-01,Credit Card,Taxi,2.56,True
4e8d9bce-42d6-4686-8729-e9ef848c9d6c,14,2025-01-02,Debit Card,Food Delivery,3.93,False
1df3cd36-389b-4d9d-b4a9-0fbd5a53f9c9,26,2025-01-02,Mobile Wallet,Food Delivery,3.74,False
25dbd67e-7b3f-40b1-aad0-2e850b68dc4b,46,2025-01-01,PayPal,Food Delivery,1.85,True
52f34396-92f4-4d8f-9632-7b59563ca969,42,2025-01-02,PayPal,Scooter,1.96,False
e65816b1-a1a6-4325-82f3-6ca36e3a112f,7,2025-01-01,Debit Card,Scooter,2.13,True
40f32eae-514f-4ebe-a0d2-b44e13ac5ea9,12,2025-01-01,Debit Card,Package Delivery,2.64,False
efab6a70-402f-41af-81ae-4c336c497c85,24,2025-01-01,Cash,Taxi,1.94,False
8f344be8-6547-4311-97f0-6387766acf6d,19,2025-01-01,Debit Card,Package Delivery,1.08,True
e8833ee8-c859-46af-9241-58835e6a6087,9,2025-01-02,Debit Card,Taxi,4.52,True
9d4953b4-a4b6-4996-b8de-dfa303358401,35,2025-01-01,PayPal,Scooter,4.86,True
941c9b03-cd87-4553-9c57-a28d5289ae45,4,2025-01-01,Cash,Scooter,2.37,False
91f31535-7f85-410b-b672-56a6ab9e2f2a,45,2025-01-01,Debit Card,Scooter,2.35,False
8a74e4b5-96a0-401f-93a0-d61dec343ebd,42,2025-01-01,Debit Card,Package Delivery,1.03,False
74c9395e-1c04-4dc2-a3af-d452b5fdfa42,32,2025-01-01,Cash,Food Delivery,3.72,False
7a506e70-7b27-4055-8c49-2a7227d9e202,46,2025-01-02,Mobile Wallet,Food Delivery,4.3,True
5df06c1e-5a52-4dc2-bb2e-5e3258100fb0,6,2025-01-02,Cash,Scooter,1.59,True
ae06bae2-9e57-4f75-8391-aa9f4083c7f1,28,2025-01-02,PayPal,Food Delivery,1.64,True
f78fea1f-48ce-49b7-8abb-ee54cdf55adc,28,2025-01-02,Mobile Wallet,Food Delivery,4.16,True
1313ce5d-d1d4-4cb2-a1f6-d97ee563bf40,40,2025-01-02,Credit Card,Package Delivery,3.47,True
a6fbacaa-019a-49c3-b8db-385f4361a544,29,2025-01-01,Cash,Taxi,1.18,False
5952f889-a160-4c73-b001-1e6b1a8f02cc,42,2025-01-01,PayPal,Scooter,3.49,False
b4c1ce21-9a36-47dd-b5f7-849b1c4c4a07,5,2025-01-01,Mobile Wallet,Scooter,2.24,True
6ca27dc0-eb17-41b8-9dbe-54d6087f5a9b,5,2025-01-01,Cash,Package Delivery,2.47,False
53032b10-65c9-4828-9e2d-9ce164cea0b3,37,2025-01-02,Debit Card,Package Delivery,4.08,False
8ae60f80-edef-454b-acea-dc99981b224d,41,2025-01-02,Cash,Food Delivery,4.24,False
e8f6872b-a773-4578-88e4-e1f9caa31d6f,28,2025-01-02,Credit Card,Scooter,2.6,True
084ceaa6-912e-4556-9852-cc3ae0b3545f,41,2025-01-01,Cash,Taxi,4.79,False
dbd259f3-a557-47e0-9e3e-ea5b5d26f95f,47,2025-01-01,Mobile Wallet,Package Delivery,2.63,True
1e909a38-365a-417e-954c-f8ed79184593,9,2025-01-01,Mobile Wallet,Taxi,4.09,False
409b8b96-8343-41ea-9c07-1a30fe6fa557,29,2025-01-02,Cash,Taxi,2.94,False
fa8ad402-ed4e-4d97-8fc6-cc2dea0b6140,14,2025-01-01,Mobile Wallet,Scooter,4.59,True
ddd5b81a-b89f-48b6-8fdc-28f590680a3e,38,2025-01-01,Debit Card,Scooter,4.63,True
758006e3-2a37-4606-b977-d54d65091827,40,2025-01-01,Cash,Package Delivery,1.35,True
532cf6ca-0472-4571-83c1-98380fbbcc70,34,2025-01-02,Debit Card,Scooter,4.75,True
ae4e50a1-77b7-40e6-812a-f058c437f541,37,2025-01-02,Debit Card,Scooter,4.3,False
d7d762c1-4cba-49cd-80cf-aa3704083938,49,2025-01-02,PayPal,Scooter,4.17,True
56ce17bd-aea3-4831-a4e9-84b65cce586f,42,2025-01-02,Cash,Taxi,1.8,True
0ef8600c-99f1-4eb4-ac24-44b13d3571ad,14,2025-01-02,Mobile Wallet,Package Delivery,4.22,False
7d942b21-254c-40bb-8442-3a2ca0a5a024,18,2025-01-02,Debit Card,Food Delivery,4.4,False
5af312ec-30d2-47ea-a552-012a1569d5d6,33,2025-01-01,PayPal,Taxi,2.16,False
058edc3e-2206-47b0-95d4-34081f892d40,34,2025-01-02,Cash,Scooter,4.81,True
ea47e292-a2ed-4d3a-b439-ff2773226b4f,28,2025-01-02,Cash,Taxi,1.2,True
d391ce1c-3b3d-4844-a292-f3a8e5d9e5a9,36,2025-01-01,Credit Card,Scooter,1.6,False
e82eb5d4-849f-44bb-9f21-9761f04a9959,45,2025-01-02,Credit Card,Scooter,3.15,False
45f163cf-30a6-4a7c-aed3-325d00a85702,48,2025-01-02,Debit Card,Taxi,3.3,False
16705b44-3557-4a9e-8db2-c7c5aa886b46,37,2025-01-02,Credit Card,Package Delivery,3.58,True
2ef9ff3d-6f1e-439c-9832-2af297062990,23,2025-01-01,Debit Card,Scooter,1.07,False
47a23426-805d-4b25-ba42-75438d845b89,42,2025-01-02,Mobile Wallet,Package Delivery,4.84,True
31703cdf-ea22-4fac-aff8-ebdb1548d7f3,17,2025-01-01,Debit Card,Food Delivery,1.18,True
